Age,Sex,Grade,Height,Weight,Bullied_at_School
18 years old or older,Male,12th grade,1.73,70.31,No
16 years old,Female,11th grade,1.5,48.99,No
14 years old,Female,9th grade,1.57,52.16,No
16 years old,Male,11th grade,1.78,54.43,No
15 years old,Female,10th grade,1.57,52.16,No
16 years old,Male,10th grade,1.78,72.58,Yes
17 years old,Male,12th grade,1.75,65.77,No
18 years old or older,Male,12th grade,1.78,72.58,No
15 years old,Female,9th grade,1.55,65.77,No
14 years old,Female,9th grade,1.6,58.06,No
16 years old,Male,11th grade,1.75,86.18,Yes
18 years old or older,Male,12th grade,1.8,70.31,No
15 years old,Male,9th grade,1.68,61.24,Yes
16 years old,Male,11th grade,1.83,70.31,No
14 years old,Female,9th grade,1.65,63.5,Yes
17 years old,Female,11th grade,1.68,65.77,Yes
17 years old,Female,11th grade,1.55,52.16,No
16 years old,Female,11th grade,1.6,72.58,No
16 years old,Male,10th grade,1.8,72.58,No
16 years old,Male,11th grade,1.78,62.6,No
14 years old,Female,9th grade,1.63,70.31,No
15 years old,Male,10th grade,1.63,58.97,No
16 years old,Male,11th grade,1.83,60.78,No
16 years old,Male,11th grade,1.78,72.58,No
16 years old,Female,11th grade,1.75,79.38,No
14 years old,Male,9th grade,1.68,58.06,No
15 years old,Female,10th grade,1.63,50.35,Yes
17 years old,Female,11th grade,1.75,72.58,Yes
17 years old,Male,11th grade,1.75,68.04,Yes
15 years old,Female,9th grade,1.63,52.16,No
16 years old,Female,11th grade,1.63,49.9,No
17 years old,Female,11th grade,1.52,53.07,No
15 years old,Female,10th grade,1.5,47.17,Yes
16 years old,Female,11th grade,1.5,55.79,No
14 years old,Male,9th grade,1.9,97.52,No
16 years old,Female,10th grade,1.5,48.54,No
16 years old,Female,11th grade,1.6,90.72,No
16 years old,Female,10th grade,1.57,55.79,Yes
17 years old,Male,11th grade,1.85,58.97,No
16 years old,Male,11th grade,1.88,66.23,No
16 years old,Female,11th grade,1.7,81.65,No
16 years old,Female,11th grade,1.7,51.71,No
15 years old,Male,10th grade,1.8,80.74,No
17 years old,Male,11th grade,1.75,71.67,No
17 years old,Male,11th grade,1.75,83.46,No
14 years old,Male,9th grade,1.83,54.43,No
16 years old,Male,10th grade,1.75,65.77,No
16 years old,Female,11th grade,1.7,63.5,No
16 years old,Female,11th grade,1.65,74.84,No
14 years old,Male,9th grade,1.73,54.43,No
15 years old,Female,10th grade,1.65,81.65,Yes
16 years old,Male,11th grade,1.68,66.68,No
14 years old,Male,9th grade,1.68,52.16,No
16 years old,Female,11th grade,1.63,49.9,No
16 years old,Female,11th grade,1.65,43.09,Yes
14 years old,Male,9th grade,1.73,65.77,No
15 years old,Female,10th grade,1.63,52.16,Yes
17 years old,Male,11th grade,1.78,127.01,No
16 years old,Male,11th grade,1.7,58.97,Yes
15 years old,Male,10th grade,1.65,58.97,No
16 years old,Male,11th grade,1.9,117.94,Yes
16 years old,Male,10th grade,1.8,65.77,No
16 years old,Female,11th grade,1.7,63.5,Yes
16 years old,Female,11th grade,1.65,65.77,No
15 years old,Female,9th grade,1.63,68.95,No
15 years old,Male,10th grade,1.8,90.72,No
17 years old,Male,11th grade,1.83,113.4,No
16 years old,Male,11th grade,1.78,63.5,No
16 years old,Female,11th grade,1.6,79.83,No
14 years old,Female,9th grade,1.68,58.97,No
16 years old,Male,11th grade,1.78,78.93,No
16 years old,Male,11th grade,1.98,90.72,No
15 years old,Male,10th grade,1.8,90.72,No
16 years old,Female,11th grade,1.6,51.26,No
15 years old,Female,9th grade,1.63,47.63,No
15 years old,Female,10th grade,1.7,81.65,Yes
16 years old,Female,11th grade,1.73,59.42,No
16 years old,Female,11th grade,1.68,49.44,No
16 years old,Male,10th grade,1.68,56.7,No
16 years old,Female,11th grade,1.63,65.77,Yes
16 years old,Female,10th grade,1.68,54.43,No
16 years old,Female,11th grade,1.65,72.58,No
15 years old,Male,9th grade,1.68,58.97,No
16 years old,Female,11th grade,1.68,70.31,Yes
15 years old,Female,10th grade,1.63,68.04,No
16 years old,Male,11th grade,1.8,74.84,Yes
16 years old,Female,11th grade,1.63,63.5,No
15 years old,Male,10th grade,1.88,106.6,Yes
17 years old,Male,11th grade,1.83,90.72,No
17 years old,Female,11th grade,1.68,57.61,Yes
15 years old,Female,10th grade,1.75,72.58,No
16 years old,Male,11th grade,1.75,83.01,No
17 years old,Female,11th grade,1.5,90.27,No
15 years old,Female,10th grade,1.6,84.37,Yes
16 years old,Female,11th grade,1.73,53.07,No
15 years old,Female,9th grade,1.63,52.16,Yes
15 years old,Male,10th grade,1.8,91.17,Yes
16 years old,Male,11th grade,1.83,63.5,No
17 years old,Male,11th grade,1.78,78.02,No
15 years old,Male,10th grade,1.68,99.79,No
16 years old,Female,11th grade,1.6,49.9,No
15 years old,Female,9th grade,1.5,43.09,No
17 years old,Male,11th grade,1.75,73.94,Yes
16 years old,Female,11th grade,1.57,48.08,Yes
16 years old,Male,10th grade,1.73,73.03,No
16 years old,Male,11th grade,1.88,72.58,No
16 years old,Female,10th grade,1.55,54.89,No
16 years old,Female,11th grade,1.52,74.84,No
15 years old,Male,9th grade,1.73,61.24,No
16 years old,Male,10th grade,1.78,63.5,No
16 years old,Female,11th grade,1.52,90.72,Yes
15 years old,Male,10th grade,1.63,52.16,No
17 years old,Male,11th grade,1.75,90.72,No
16 years old,Female,10th grade,1.6,51.71,Yes
16 years old,Female,11th grade,1.57,47.63,No
15 years old,Female,10th grade,1.63,81.65,Yes
17 years old,Male,11th grade,1.88,72.58,Yes
15 years old,Female,9th grade,1.47,54.43,Yes
15 years old,Male,10th grade,1.75,54.43,No
17 years old,Male,11th grade,1.85,77.11,No
16 years old,Male,10th grade,1.88,102.06,No
16 years old,Female,11th grade,1.68,65.32,Yes
15 years old,Female,9th grade,1.63,61.24,Yes
15 years old,Female,10th grade,1.65,58.97,No
16 years old,Female,11th grade,1.63,56.7,No
15 years old,Male,10th grade,1.6,55.34,No
16 years old,Male,11th grade,1.73,70.31,No
15 years old,Male,10th grade,1.9,97.52,No
15 years old,Male,10th grade,1.73,61.69,No
16 years old,Male,11th grade,1.93,83.92,No
15 years old,Male,10th grade,1.7,104.33,No
17 years old,Male,11th grade,1.83,77.11,No
17 years old,Female,12th grade,1.63,63.5,No
18 years old or older,Female,12th grade,1.6,55.79,No
17 years old,Female,12th grade,1.57,54.43,No
18 years old or older,Female,12th grade,1.63,102.06,No
17 years old,Male,12th grade,1.75,68.04,No
18 years old or older,Male,12th grade,1.78,77.11,No
17 years old,Female,12th grade,1.6,58.97,No
18 years old or older,Male,12th grade,1.78,62.14,No
17 years old,Female,12th grade,1.63,70.76,No
18 years old or older,Male,12th grade,1.88,81.65,No
17 years old,Male,12th grade,1.65,72.58,No
18 years old or older,Male,12th grade,1.73,92.99,No
18 years old or older,Male,12th grade,1.85,97.52,No
18 years old or older,Female,12th grade,1.65,68.04,Yes
18 years old or older,Male,12th grade,1.88,83.92,No
16 years old,Female,12th grade,1.57,49.44,No
17 years old,Male,12th grade,1.8,88.45,No
17 years old,Male,12th grade,1.73,77.11,No
17 years old,Male,12th grade,1.88,75.75,No
18 years old or older,Female,12th grade,1.63,63.5,No
17 years old,Female,12th grade,1.63,74.84,No
18 years old or older,Male,12th grade,1.85,86.18,No
18 years old or older,Male,12th grade,1.8,97.52,No
18 years old or older,Male,12th grade,1.83,85.28,No
17 years old,Male,12th grade,1.83,115.67,No
17 years old,Female,12th grade,1.63,63.5,No
17 years old,Female,12th grade,1.65,58.97,Yes
17 years old,Female,12th grade,1.6,48.54,No
17 years old,Male,12th grade,1.6,65.77,No
18 years old or older,Male,12th grade,1.75,62.6,No
17 years old,Female,12th grade,1.68,61.24,No
17 years old,Female,12th grade,1.55,69.85,No
17 years old,Male,12th grade,1.83,88.45,Yes
17 years old,Female,12th grade,1.7,63.5,Yes
17 years old,Female,12th grade,1.6,58.97,No
17 years old,Male,12th grade,1.78,92.99,No
17 years old,Female,12th grade,1.57,66.68,Yes
17 years old,Male,12th grade,1.73,62.6,No
18 years old or older,Male,12th grade,1.8,111.13,No
17 years old,Female,12th grade,1.63,57.61,No
15 years old,Male,9th grade,1.83,61.69,No
15 years old,Male,9th grade,1.78,103.87,No
16 years old,Male,11th grade,1.7,53.52,No
17 years old,Female,11th grade,1.68,92.99,Yes
17 years old,Male,12th grade,1.83,83.92,No
14 years old,Female,9th grade,1.7,52.16,No
14 years old,Male,9th grade,1.73,65.77,No
16 years old,Female,11th grade,1.57,56.7,No
17 years old,Male,12th grade,1.7,65.32,No
14 years old,Female,9th grade,1.65,57.15,Yes
16 years old,Female,11th grade,1.65,63.5,No
15 years old,Male,9th grade,1.8,77.11,Yes
17 years old,Female,11th grade,1.55,53.07,No
17 years old,Male,11th grade,1.8,90.72,No
18 years old or older,Female,12th grade,1.73,56.7,No
16 years old,Female,11th grade,1.57,49.9,No
17 years old,Male,12th grade,1.83,68.04,Yes
15 years old,Male,9th grade,1.88,68.04,Yes
15 years old,Female,9th grade,1.55,54.43,No
15 years old,Male,9th grade,1.75,79.38,No
17 years old,Female,11th grade,1.57,48.54,Yes
15 years old,Male,9th grade,1.73,63.05,No
15 years old,Male,9th grade,1.57,49.9,No
18 years old or older,Male,12th grade,1.78,68.04,No
16 years old,Male,11th grade,1.78,90.72,No
15 years old,Male,9th grade,1.8,81.65,Yes
15 years old,Male,9th grade,1.65,60.78,Yes
16 years old,Female,11th grade,1.65,56.7,No
17 years old,Male,12th grade,1.85,73.94,No
18 years old or older,Male,12th grade,1.73,70.31,No
17 years old,Female,12th grade,1.68,70.31,No
15 years old,Female,10th grade,1.7,52.16,No
14 years old,Male,9th grade,1.78,54.43,Yes
16 years old,Male,11th grade,1.83,68.04,No
15 years old,Female,9th grade,1.57,44,No
17 years old,Male,11th grade,1.85,77.11,No
17 years old,Male,12th grade,1.73,74.84,No
15 years old,Female,10th grade,1.32,58.51,No
15 years old,Female,9th grade,1.7,58.97,Yes
16 years old,Male,11th grade,1.78,65.77,No
17 years old,Male,12th grade,1.55,78.02,No
15 years old,Female,9th grade,1.73,90.27,No
17 years old,Female,11th grade,1.78,116.12,No
18 years old or older,Male,12th grade,1.65,76.2,No
14 years old,Male,9th grade,1.78,54.43,Yes
17 years old,Male,11th grade,1.88,95.71,No
18 years old or older,Female,12th grade,1.65,58.97,Yes
15 years old,Female,10th grade,1.52,53.98,No
14 years old,Female,9th grade,1.6,47.63,Yes
17 years old,Male,11th grade,1.8,58.97,Yes
17 years old,Male,12th grade,1.65,68.04,No
16 years old,Female,10th grade,1.55,48.08,No
14 years old,Female,9th grade,1.68,49.9,Yes
16 years old,Female,11th grade,1.73,61.24,No
16 years old,Female,10th grade,1.7,52.16,No
16 years old,Male,11th grade,1.73,54.43,Yes
17 years old,Male,12th grade,1.88,72.58,No
16 years old,Male,10th grade,1.68,68.04,Yes
14 years old,Male,9th grade,1.7,79.38,No
16 years old,Male,11th grade,1.68,60.78,No
17 years old,Male,11th grade,1.78,94.8,Yes
17 years old,Male,12th grade,1.73,77.11,No
15 years old,Male,10th grade,1.73,89.81,No
15 years old,Male,9th grade,1.83,99.79,No
17 years old,Female,12th grade,1.7,108.86,Yes
16 years old,Male,10th grade,1.75,63.5,No
14 years old,Male,9th grade,1.7,68.04,No
17 years old,Female,12th grade,1.55,51.26,No
15 years old,Male,10th grade,1.73,61.24,No
14 years old,Male,9th grade,1.7,56.7,Yes
17 years old,Female,12th grade,1.63,63.5,No
14 years old,Male,9th grade,1.5,39.01,Yes
17 years old,Male,12th grade,1.68,60.78,No
15 years old,Male,10th grade,1.55,61.69,No
16 years old,Female,11th grade,1.57,63.5,Yes
17 years old,Male,12th grade,1.6,49.9,No
15 years old,Female,10th grade,1.7,68.04,No
14 years old,Female,9th grade,1.52,43.09,No
16 years old,Female,11th grade,1.6,70.31,Yes
18 years old or older,Male,12th grade,1.78,79.38,No
14 years old,Male,9th grade,1.7,63.5,No
18 years old or older,Male,12th grade,1.9,83.92,No
15 years old,Male,10th grade,1.68,54.43,No
14 years old,Male,9th grade,1.75,55.34,No
14 years old,Female,9th grade,1.6,56.7,No
18 years old or older,Female,12th grade,1.65,81.65,No
16 years old,Female,10th grade,1.5,48.08,No
15 years old,Female,9th grade,1.63,64.86,No
18 years old or older,Male,12th grade,1.93,102.06,No
16 years old,Male,10th grade,1.68,141.52,No
15 years old,Female,9th grade,1.7,54.43,Yes
17 years old,Male,12th grade,1.83,69.85,No
16 years old,Female,10th grade,1.6,68.04,No
14 years old,Male,9th grade,1.75,72.58,No
15 years old,Male,10th grade,1.65,55.79,No
14 years old,Male,9th grade,1.8,80.74,No
14 years old,Male,9th grade,1.65,58.97,Yes
18 years old or older,Male,12th grade,1.75,76.66,No
15 years old,Male,10th grade,1.8,104.33,No
15 years old,Male,9th grade,1.65,57.15,No
18 years old or older,Female,12th grade,1.5,66.23,Yes
14 years old,Male,9th grade,1.78,85.28,No
16 years old,Male,11th grade,1.68,77.57,No
15 years old,Female,10th grade,1.65,113.4,Yes
14 years old,Male,9th grade,1.68,52.16,No
17 years old,Female,12th grade,1.78,61.24,No
14 years old,Female,9th grade,1.7,68.04,No
17 years old,Male,11th grade,1.73,79.38,No
17 years old,Male,12th grade,1.7,94.35,No
16 years old,Male,11th grade,1.75,102.06,Yes
17 years old,Male,12th grade,1.78,58.97,No
18 years old or older,Male,12th grade,1.65,81.65,No
16 years old,Male,11th grade,1.73,136.08,No
16 years old,Female,11th grade,1.52,47.17,No
16 years old,Female,11th grade,1.55,52.16,No
17 years old,Male,12th grade,1.75,84.37,No
18 years old or older,Male,12th grade,1.73,49.9,No
16 years old,Male,11th grade,1.7,65.77,No
17 years old,Female,12th grade,1.57,46.27,Yes
17 years old,Male,12th grade,1.78,79.38,No
17 years old,Male,12th grade,1.75,63.5,No
16 years old,Male,11th grade,1.73,58.97,No
17 years old,Female,12th grade,1.65,83.92,No
17 years old,Female,11th grade,1.55,55.79,No
17 years old,Female,12th grade,1.52,44.91,No
16 years old,Male,11th grade,1.8,54.43,No
16 years old,Male,11th grade,1.78,77.11,No
16 years old,Female,11th grade,1.65,71.22,Yes
16 years old,Male,11th grade,1.65,49.9,No
16 years old,Male,11th grade,1.78,83.92,No
16 years old,Male,11th grade,1.73,74.84,No
17 years old,Male,12th grade,1.68,83.01,No
18 years old or older,Female,12th grade,1.57,54.43,No
17 years old,Female,11th grade,1.6,58.97,Yes
17 years old,Female,12th grade,1.57,58.97,No
16 years old,Male,11th grade,1.75,65.77,No
16 years old,Male,11th grade,1.8,81.65,No
16 years old,Female,11th grade,1.6,55.79,No
17 years old,Male,12th grade,1.73,68.04,No
18 years old or older,Female,12th grade,1.52,45.36,No
17 years old,Male,12th grade,1.73,111.13,No
18 years old or older,Male,12th grade,1.68,90.72,No
16 years old,Male,11th grade,1.75,59.42,No
17 years old,Male,11th grade,1.78,52.16,No
16 years old,Male,11th grade,1.78,76.66,No
17 years old,Female,12th grade,1.73,63.5,No
17 years old,Female,12th grade,1.55,100.7,No
18 years old or older,Male,12th grade,1.7,62.6,No
15 years old,Male,9th grade,1.73,70.31,No
16 years old,Female,10th grade,1.55,56.7,No
16 years old,Female,11th grade,1.7,90.72,No
17 years old,Female,12th grade,1.57,45.36,No
15 years old,Male,9th grade,1.68,58.97,No
15 years old,Female,10th grade,1.5,43.09,No
16 years old,Male,11th grade,1.78,81.65,No
17 years old,Male,12th grade,1.8,61.24,No
14 years old,Male,9th grade,1.8,78.02,No
16 years old,Male,10th grade,1.8,63.5,No
16 years old,Male,11th grade,1.7,84.82,No
17 years old,Female,12th grade,1.6,56.7,No
14 years old,Male,9th grade,1.78,56.7,No
15 years old,Male,10th grade,1.83,122.47,No
16 years old,Female,11th grade,1.75,56.7,No
18 years old or older,Male,12th grade,1.88,84.82,Yes
15 years old,Female,9th grade,1.65,54.43,No
17 years old,Female,11th grade,1.57,63.5,No
14 years old,Male,9th grade,1.65,65.77,No
15 years old,Female,10th grade,1.63,90.72,No
17 years old,Female,12th grade,1.52,63.5,No
15 years old,Female,10th grade,1.63,69.4,No
17 years old,Male,11th grade,1.68,54.43,No
14 years old,Female,9th grade,1.7,65.77,No
15 years old,Male,10th grade,1.7,71.67,No
16 years old,Male,11th grade,1.73,103.87,No
17 years old,Female,12th grade,1.47,55.34,No
14 years old,Female,9th grade,1.57,77.11,No
15 years old,Male,10th grade,1.83,104.33,No
17 years old,Female,12th grade,1.55,47.63,No
14 years old,Female,9th grade,1.57,87.09,No
16 years old,Female,10th grade,1.5,49.9,No
14 years old,Male,9th grade,1.68,98.88,No
16 years old,Female,10th grade,1.63,61.24,No
16 years old,Female,11th grade,1.52,61.24,Yes
17 years old,Male,12th grade,1.73,72.58,No
14 years old,Male,9th grade,1.6,70.31,No
15 years old,Female,10th grade,1.65,58.97,Yes
16 years old,Female,11th grade,1.68,90.72,No
17 years old,Female,12th grade,1.65,58.97,No
16 years old,Male,11th grade,1.68,52.16,No
17 years old,Male,12th grade,1.7,54.43,No
15 years old,Male,9th grade,1.73,79.38,No
15 years old,Male,10th grade,1.83,68.04,No
17 years old,Male,12th grade,1.63,72.58,No
16 years old,Male,11th grade,1.73,113.4,No
18 years old or older,Female,12th grade,1.57,48.99,No
15 years old,Female,9th grade,1.52,46.27,No
15 years old,Male,10th grade,1.68,58.97,No
16 years old,Female,11th grade,1.6,56.7,No
17 years old,Male,12th grade,1.83,72.58,No
14 years old,Male,9th grade,1.7,72.58,No
15 years old,Female,10th grade,1.57,54.43,No
16 years old,Female,11th grade,1.55,79.38,No
17 years old,Male,12th grade,1.65,81.65,No
14 years old,Male,9th grade,1.73,95.26,Yes
15 years old,Female,10th grade,1.57,52.16,No
16 years old,Female,11th grade,1.6,59.88,No
17 years old,Male,12th grade,1.8,73.48,No
15 years old,Male,9th grade,1.83,96.16,No
17 years old,Male,12th grade,1.68,54.43,No
15 years old,Male,10th grade,1.8,84.82,No
14 years old,Female,9th grade,1.65,49.9,No
16 years old,Male,10th grade,1.75,81.65,No
16 years old,Female,11th grade,1.6,68.04,No
15 years old,Female,9th grade,1.6,56.7,No
17 years old,Male,12th grade,1.78,74.84,No
14 years old,Male,9th grade,1.6,46.27,No
15 years old,Female,10th grade,1.5,44.45,No
16 years old,Female,11th grade,1.63,58.51,No
17 years old,Female,12th grade,1.55,37.2,No
15 years old,Male,10th grade,1.83,71.67,No
16 years old,Female,11th grade,1.6,56.25,No
17 years old,Male,12th grade,1.75,136.08,No
15 years old,Male,9th grade,1.73,75.75,No
16 years old,Male,10th grade,1.65,58.97,No
16 years old,Male,11th grade,1.68,108.86,No
17 years old,Male,12th grade,1.83,136.08,No
16 years old,Female,11th grade,1.68,61.24,No
17 years old,Male,12th grade,1.78,62.6,No
15 years old,Female,9th grade,1.6,56.7,No
15 years old,Male,10th grade,1.78,68.04,No
18 years old or older,Female,12th grade,1.52,44.45,No
14 years old,Male,9th grade,1.78,58.97,No
15 years old,Male,10th grade,1.8,81.65,No
17 years old,Female,11th grade,1.5,80.29,No
18 years old or older,Female,12th grade,1.57,52.16,No
14 years old,Female,9th grade,1.65,72.58,No
16 years old,Male,10th grade,1.75,72.58,No
16 years old,Male,11th grade,1.8,102.06,No
17 years old,Male,12th grade,1.7,65.77,No
14 years old,Male,9th grade,1.73,88.45,No
15 years old,Female,10th grade,1.52,51.71,No
16 years old,Female,11th grade,1.5,72.58,No
18 years old or older,Male,12th grade,1.63,49.9,No
15 years old,Female,10th grade,1.5,45.36,No
15 years old,Female,9th grade,1.68,67.59,No
18 years old or older,Female,12th grade,1.68,72.58,No
14 years old,Male,9th grade,1.73,61.24,No
17 years old,Female,11th grade,1.57,56.7,Yes
15 years old,Female,10th grade,1.63,62.6,No
14 years old,Female,9th grade,1.57,58.51,No
14 years old,Male,9th grade,1.73,55.79,Yes
15 years old,Female,10th grade,1.63,54.89,Yes
